PostNumber,SymptomName,PostLink,Title,Author,Total_Replies,Total_Weight
91,"['Pneumonia', 'Vitamin D Deficiency', 'Influenza', 'post viral fatigue', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Chronic Obstructive Airway Disease', 'Bronchitis', 'Wolf-Hirschhorn Syndrome', 'Testicular regression syndrome', 'Bronchitis, Chronic', 'Pneumonia, Bacterial', 'Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Infantile Neuroaxonal Dystrophy', ""Little's Disease"", 'Multiple Epiphyseal Dysplasia', 'cold symptoms', 'Myocardial Infarction', 'Chest Pain', 'Tired', 'Fatigue', 'Spasm', 'Pain', 'Sleeplessness', 'Breathing abnormally deep', 'Productive cough', 'Dry cough', 'Coughing', 'Asthenia', 'Hot flushes', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Pneumonia', 'Vitamin D Deficiency', 'Influenza', 'post viral fatigue', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Chronic Obstructive Airway Disease', 'Bronchitis', 'Wolf-Hirschhorn Syndrome', 'Testicular regression syndrome', 'Bronchitis, Chronic', 'Pneumonia, Bacterial', 'Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Infantile Neuroaxonal Dystrophy', ""Little's Disease"", 'Multiple Epiphyseal Dysplasia', 'cold symptoms', 'Myocardial Infarction', 'Chest Pain', 'Tired', 'Fatigue', 'Spasm', 'Pain', 'Sleeplessness', 'Breathing abnormally deep', 'Productive cough', 'Dry cough', 'Coughing', 'Asthenia', 'Hot flushes', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/,confused about covid-19 symptom progression,mkqq @mkqq,36,1800.5494505494505
92,"['Autoimmune disease (systemic) NOS', 'Postural Orthostatic Tachycardia Syndrome', 'Critical Illness', 'Carpal Tunnel Syndrome', 'Common Cold', 'Tropical Spastic Paraparesis', 'Cancer-Associated Retinopathy', 'Terminal illness', 'Myocardial Ischemia', 'Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Punctate inner choroidopathy', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Gray Platelet Syndrome', 'Signs and Symptoms', 'Memory Loss', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Autoimmune disease (systemic) NOS', 'Postural Orthostatic Tachycardia Syndrome', 'Critical Illness', 'Carpal Tunnel Syndrome', 'Common Cold', 'Tropical Spastic Paraparesis', 'Cancer-Associated Retinopathy', 'Terminal illness', 'Myocardial Ischemia', 'Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Punctate inner choroidopathy', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Gray Platelet Syndrome', 'Signs and Symptoms', 'Memory Loss', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/,life is an adventure - how to keep it up with covid-19?,"sue, volunteer mentor @sueinmn",48,2400.5434782608695
93,"['Communicable Diseases', 'Walking pneumonia', 'Pelvic Organ Prolapse', 'Hamman-Rich syndrome', 'Exanthema', 'Hepatorenal Syndrome', 'Geroderma osteodysplastica', 'Pallister-Hall syndrome', 'flu symptoms', 'Sexually Transmitted Diseases', 'Severe Acute Respiratory Syndrome', 'Influenza-like illness', 'Other viral diseases NOS', 'Gray Platelet Syndrome', 'Pneumonia', 'Influenza', 'Chronic Obstructive Airway Disease', 'Immune Complex Diseases', 'Gonorrhea', 'Autoimmune Diseases', ""Little's Disease"", 'Chronic otitis media', 'Lung Diseases, Obstructive', 'STUVE-WIEDEMANN SYNDROME', 'Paracoccidioidomycosis', 'Disease', 'Pain, Postoperative', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-19-the-fear-of-the-flu/,"covid-19, the fear of the flu",mgmolly @erinmfs,100,5000.537634408603
94,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-19-and-recovery-the-importance-of-staying-social/,covid-19 and addiction recovery: the importance of staying social,"teresa, volunteer mentor @hopeful33250",4,200.53191489361703
95,"['Gonorrhea', 'Geroderma osteodysplastica', 'Hyperkinetic Heart Syndrome', 'Klinefelter Syndrome', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/testing-az-for-out-of-state-person-needing-to-travel/,where to get testing az for out-of-state person needing to travel?,cvanrip @cvanrip,8,400.5263157894737
96,"['Preeclamptic toxemia', 'Autoimmune disease (systemic) NOS', 'Algoneurodystrophy', 'Carpal Tunnel Syndrome', 'Roberts-SC phocomelia syndrome', 'Chronic articular rheumatism', 'Wolf-Hirschhorn Syndrome', 'Bronchiolitis Obliterans Organizing Pneumonia', 'Acute gastroenteritis', 'Curb', 'Gonorrhea', 'Geroderma osteodysplastica', 'Liver Failure, Acute', 'Brain Damage, Chronic', 'Infarction of spinal cord', 'Lung Diseases, Obstructive', 'Gray Platelet Syndrome', 'Disease', 'Painful Bladder Syndrome', 'Tired', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/taking-our-minds-off-things-what-are-you-watching/,"taking our minds off things, what are you watching??",januaryjane @januaryjane,154,7700.520833333333
97,"['Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME', 'Periodic Alternating Nystagmus', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Neuroleptic Malignant Syndrome', 'Polyarteritis Nodosa', 'Myocardial Ischemia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/literally-caught-with-my-pants-down/,literally caught with my pants down! being prepared & covid,fiesty76 @fiesty76,52,2600.5154639175257
98,"['Communicable Diseases', 'Palmar-plantar erythrodysesthesia syndrome', 'Chronic Obstructive Airway Disease', 'Testicular regression syndrome', 'Kartagener Syndrome', 'Equine laminitis', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Pyotraumatic dermatitis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Lung Diseases, Obstructive', 'Dandy-Walker Syndrome', 'Gray Platelet Syndrome', 'Disease', 'Mass of body region', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/sending-covid-patients-to-nursing-homes-in-minnesota/,sending covid patients to nursing homes in minnesota,ihatediabetes @ihatediabetes,30,1500.5102040816328
99,"['Familial Alzheimer Disease (FAD)', 'Communicable Diseases', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Bronchitis, Chronic', 'Papillon-Lefevre Disease', 'Lung diseases', 'multiple pathologies', 'Coronavirus Infections', 'Acute gastroenteritis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Brain Damage, Chronic', 'Infantile Neuroaxonal Dystrophy', 'Sexually Transmitted Diseases', 'CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME', ""Little's Disease"", 'Classical Lissencephaly', 'Lung Diseases, Obstructive', 'Disease', 'Muscle Rigidity', 'Respiratory distress', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/antibodies-on-a-large-scale-treatment-option/,"testing, antibodies & convalescent plasma as treatment option?",jdlogan65 @jdlogan65,34,1700.5050505050506
100,"['Erythema Multiforme', 'Autoimmune disease (systemic) NOS', 'Acute gastroenteritis', 'Arthritis', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Multiple Epiphyseal Dysplasia', 'Lung Problem', 'Zunich neuroectodermal syndrome', 'Strangles', 'Gray Platelet Syndrome', 'Preeclamptic toxemia', 'Multi-infarct dementia', 'Eosinophilia-Myalgia Syndrome', 'Pulmonary Emphysema', 'Common Cold', 'Fibromyalgia', 'Cancer-Associated Retinopathy', 'Marinesco-Sjogren syndrome', 'Myocardial Ischemia', 'Gonorrhea', ""Little's Disease"", 'Encephalomyelitis, Western Equine', 'Lung Diseases, Obstructive', 'Disease', 'Painful Bladder Syndrome', 'Paraneoplastic Opsoclonus Ataxia', 'Ache', 'Signs and Symptoms', 'Recurrent abdominal pain', 'Fatigue', 'Catch - Finding of sensory dimension of pain', 'Gait, Drop Foot', 'Sighing respiration', 'Lethargy', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/how-to-manage-depression-during-covid19-age/,how to manage depression during covid19 age?,aliali @aliali,66,3300.5
101,"['Gonorrhea', 'Geroderma osteodysplastica', 'RAINE SYNDROME', 'Adult Fanconi syndrome', 'Tuberculous otitis media', 'Amelogenesis imperfecta nephrocalcinosis', 'Acute gastroenteritis', 'Gray Platelet Syndrome', 'Disease', 'Signs and Symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/distancing-at-home/,distancing at home,ozma @ozma,46,2300.4950495049507
